# t AFE1_1	AFE1_2	AFE1_3	AFE1_4	AFE2_1	AFE2_2	AFE2_3	AFE2_4	AFE3_1	AFE3_2	AFE3_3	AFE3_4	AFE4_1	AFE4_2	AFE4_3	AFE4_4	
704 0.0012771607 0.010377503 0.012135316 0.009727478 0.0 0.0 0.0 0.0 -0.004463196 -0.011439514 -0.00980072 -0.004563904 0.0065139774 0.0031402588 0.011805725 0.0022293092 
706 6.958008E-4 0.0099105835 0.011732483 0.009558106 0.0 0.0 0.0 0.0 -0.0058273314 -0.012973023 -0.011393738 -0.006051636 0.0047058105 0.0014648438 0.01030426 7.18689E-4 
708 3.2958985E-4 0.009484864 0.011425781 0.009169007 0.0 0.0 0.0 0.0 -0.004815674 -0.011805725 -0.0099838255 -0.004664612 0.0064910892 0.003277588 0.011947632 0.0022384643 
710 8.285523E-4 0.009970093 0.011824036 0.009567261 0.0 0.0 0.0 0.0 -0.0048980713 -0.012039185 -0.010368347 -0.0051132203 0.006404114 0.0033142092 0.011965943 0.0022613525 
712 2.9296876E-4 0.009553528 0.011398315 0.009237671 0.0 0.0 0.0 0.0 -0.0051589967 -0.012254334 -0.010510254 -0.0052322387 0.0060333256 0.0023849488 0.010990906 0.001437378 
714 -8.7432866E-4 0.008514404 0.010629273 0.008688355 0.0 0.0 0.0 0.0 -0.004701233 -0.011677551 -0.009960937 -0.0045959475 0.0055892947 0.002357483 0.0112106325 0.0015014649 
716 7.141113E-4 0.009864807 0.011737061 0.009457397 0.0 0.0 0.0 0.0 -0.0056030275 -0.012767029 -0.011109925 -0.0059463503 0.004133606 9.796143E-4 0.009617615 -6.408692E-5 
718 3.2043457E-4 0.009425354 0.0112838745 0.009191895 0.0 0.0 0.0 0.0 -0.0060836794 -0.013348389 -0.011677551 -0.0065277102 0.0049575805 0.0011810303 0.009558106 3.0212404E-4 
720 5.17273E-4 0.009677124 0.011640931 0.009425354 0.0 0.0 0.0 0.0 -0.00401001 -0.010968017 -0.009068298 -0.0036117556 0.006253052 0.0025222779 0.011123657 0.0015518189 
723 7.3699956E-4 0.009832764 0.01162262 0.009388733 0.0 0.0 0.0 0.0 -0.0042526247 -0.011109925 -0.009329224 -0.0039230348 0.0060836794 0.002961731 0.011732483 0.0020965578 
724 6.317139E-4 0.009741211 0.011599732 0.009246826 0.0 0.0 0.0 0.0 -0.005108643 -0.0122589115 -0.01055603 -0.005259705 0.0045410157 0.0013366699 0.010047913 5.1269535E-4 
727 7.919312E-4 0.009896851 0.011805725 0.009576417 0.0 0.0 0.0 0.0 -0.00493927 -0.011920166 -0.010180664 -0.004902649 0.005863953 0.0024902343 0.011114502 0.001286316 
729 5.4016116E-4 0.009754944 0.011682129 0.009526062 0.0 0.0 0.0 0.0 -0.0056945803 -0.012927246 -0.011288452 -0.006115723 0.006001282 0.0028060914 0.011549378 0.001991272 
731 5.950928E-5 0.009228515 0.011228943 0.008963013 0.0 0.0 0.0 0.0 -0.004660034 -0.011567689 -0.009915161 -0.0045913695 0.0060333256 0.0026687623 0.011485291 0.0019821168 
733 6.362915E-4 0.009681702 0.011503601 0.009265137 0.0 0.0 0.0 0.0 -0.0048339847 -0.011824036 -0.010043335 -0.0047058105 0.0050216676 0.0017440796 0.010491944 9.613037E-4 
735 0.0011627198 0.010249329 0.011984253 0.0097640995 0.0 0.0 0.0 0.0 -0.0048980713 -0.011883546 -0.010144043 -0.0048706057 0.005456543 0.0021469116 0.01102295 0.0013549805 
737 7.18689E-4 0.00980072 0.011668396 0.009347535 0.0 0.0 0.0 0.0 -0.0046966556 -0.01162262 -0.009906006 -0.004550171 0.005781555 0.002659607 0.011402893 0.0017990113 
740 5.6304934E-4 0.009745789 0.011576843 0.00929718 0.0 0.0 0.0 0.0 -0.0051223757 -0.012139893 -0.010437012 -0.005168152 0.0050949096 0.0018676758 0.010592652 0.001121521 
743 -0.0011947632 0.008093262 0.0102676395 0.008468628 0.0 0.0 0.0 0.0 -0.0040557864 -0.011054993 -0.009237671 -0.0039779665 0.0058547975 0.0025177002 0.011228943 0.001638794 
745 -2.3803712E-4 0.0090271 0.010972596 0.0088623045 0.0 0.0 0.0 0.0 -0.0059051514 -0.012991333 -0.011352539 -0.0060928348 0.005355835 0.0020874024 0.010816956 0.001222229 
747 0.0011306762 0.010176087 0.01187439 0.009640503 0.0 0.0 0.0 0.0 -0.00476532 -0.01177826 -0.009970093 -0.0047332766 0.006079102 0.0028060914 0.011503601 0.0018539429 
749 7.919312E-4 0.010011292 0.01162262 0.009448242 0.0 0.0 0.0 0.0 -0.0046554566 -0.011613465 -0.009759522 -0.004508972 0.005648804 0.002407837 0.0111053465 0.0013961792 
752 3.112793E-4 0.009411621 0.011178589 0.009031678 0.0 0.0 0.0 0.0 -0.005360413 -0.012570191 -0.010743714 -0.005506897 0.005049133 0.0017715455 0.010533142 0.001020813 
755 4.714966E-4 0.00960846 0.011380005 0.009246826 0.0 0.0 0.0 0.0 -0.0047561647 -0.01179657 -0.010020447 -0.00476532 0.0062850956 0.0029434205 0.01156311 0.0020507814 
758 -6.866455E-4 0.008573914 0.010757446 0.008770752 0.0 0.0 0.0 0.0 -0.005882263 -0.0129776 -0.0112838745 -0.0061843875 0.0056030275 0.0022521974 0.011027527 0.0013961792 
761 -1.6021729E-4 0.008953857 0.010931397 0.008816528 0.0 0.0 0.0 0.0 -0.005168152 -0.012249757 -0.010523987 -0.005163574 0.005822754 0.0025909424 0.011187744 0.0016067505 
763 3.6621094E-4 0.009516907 0.0113159185 0.0091140745 0.0 0.0 0.0 0.0 -0.004490662 -0.011398315 -0.009594726 -0.0042297365 0.0066879275 0.0032455446 0.011943054 0.0022979737 
765 0.001171875 0.010226441 0.012094117 0.009741211 0.0 0.0 0.0 0.0 -0.0057769776 -0.01295929 -0.011260986 -0.0059921267 0.004893494 0.001739502 0.010496521 8.9721684E-4 
767 0.0014465332 0.010592652 0.012409974 0.01005249 0.0 0.0 0.0 0.0 -0.004069519 -0.010990906 -0.009100342 -0.0036712647 0.0066879275 0.0033233643 0.011943054 0.0022613525 
770 3.112793E-4 0.0094390875 0.011297608 0.00910492 0.0 0.0 0.0 0.0 -0.0058410647 -0.012973023 -0.011343384 -0.0061203004 0.005511475 0.002293396 0.010986328 0.0014694214 
772 7.3699956E-4 0.009901429 0.011640931 0.009269714 0.0 0.0 0.0 0.0 -0.0050216676 -0.012149048 -0.010345459 -0.005131531 0.0056579593 0.0023529052 0.011027527 0.0014556885 
774 0.0012771607 0.010427857 0.01220398 0.009970093 0.0 0.0 0.0 0.0 -0.005259705 -0.012414551 -0.01061554 -0.0053512575 0.0049484256 0.0016204835 0.010478211 9.7503664E-4 
776 0.0018951417 0.01104126 0.012808228 0.010354615 0.0 0.0 0.0 0.0 -0.0048660277 -0.011856079 -0.010084534 -0.0046966556 0.006614685 0.003277588 0.0119018555 0.0023162842 
779 -4.6691895E-4 0.008757019 0.010748291 0.008528138 0.0 0.0 0.0 0.0 -0.0042160037 -0.011114502 -0.009365845 -0.004147339 0.0056579593 0.002293396 0.01105957 0.001538086 
782 6.4544677E-4 0.009846496 0.011434937 0.009155273 0.0 0.0 0.0 0.0 -0.006015015 -0.013243103 -0.011636353 -0.006381226 0.005534363 0.0022888184 0.011013794 0.0014602662 
785 0.003012085 0.011997987 0.013215638 0.010684204 0.0 0.0 0.0 0.0 -0.004893494 -0.011883546 -0.010157776 -0.0048202514 0.0058135986 0.0024627687 0.011206055 0.0015701294 
788 -0.0018264771 0.00736084 0.010153199 0.008628845 0.0 0.0 0.0 0.0 -0.0047927857 -0.01179657 -0.010098266 -0.004779053 0.006921387 0.003579712 0.012158204 0.002545166 
791 8.19397E-4 0.009970093 0.011746217 0.009526062 0.0 0.0 0.0 0.0 -0.0044815065 -0.011384583 -0.009663391 -0.004385376 0.0057724 0.0025268556 0.011178589 0.0015975953 
793 6.317139E-4 0.00980072 0.011576843 0.009333801 0.0 0.0 0.0 0.0 -0.0061248783 -0.01328888 -0.011705018 -0.0065643312 0.005419922 0.0021652223 0.010940552 0.0013504028 
